x,y
1063,1493
1063,1492
1063,1489
1063,1487
1063,1485
1064,1483
1064,1480
1064,1478
1064,1475
1064,1473
1064,1470
1065,1467
1065,1465
1065,1462
1066,1459
1066,1456
1067,1454
1067,1451
1068,1448
1068,1445
1069,1443
1069,1440
1070,1437
1071,1434
1072,1432
1072,1429
1073,1427
1074,1424
1075,1422
1076,1419
1077,1417
1078,1415
1080,1413
1081,1411
1082,1409
1083,1407
1085,1405
1086,1404
1088,1402
1089,1401
1091,1400
1093,1399
1094,1398
1096,1397
1098,1396
1100,1396
1102,1395
1103,1395
1105,1394
1108,1394
1110,1394
1112,1394
1114,1394
1116,1394
1118,1394
1120,1394
1123,1394
1125,1395
1127,1395
1130,1395
1132,1395
1134,1396
1137,1396
1139,1396
1141,1397
1144,1397
1146,1397
1149,1398
1151,1398
1154,1398
1156,1398
1159,1398
1161,1398
1163,1398
1166,1398
1168,1398
1171,1398
1173,1398
1176,1398
1178,1398
1180,1397
1183,1397
1185,1396
1188,1396
1190,1395
1192,1395
1195,1394
1197,1394
1200,1393
1202,1392
1204,1391
1207,1391
1209,1390
1212,1389
1214,1388
1216,1387
1219,1386
1221,1385
1223,1384
1226,1383
1228,1382
1230,1381
1233,1380
1235,1379
1237,1378
1239,1376
1242,1375
1244,1374
1246,1373
1249,1372
1251,1370
1253,1369
1255,1368
1258,1367
1260,1365
1262,1364
1264,1363
1266,1361
1269,1360
1271,1359
1273,1357
1275,1356
1277,1355
1279,1353
1281,1352
1283,1350
1285,1349
1287,1347
1289,1346
1290,1344
1292,1343
1294,1341
1296,1339
1297,1338
1299,1336
1300,1334
1302,1332
1303,1331
1304,1329
1306,1327
1307,1325
1308,1323
1309,1321
1310,1319
1311,1317
1312,1315
1313,1313
1313,1311
1314,1308
1315,1306
1315,1304
1315,1301
1316,1299
1316,1297
1316,1294
1316,1292
1317,1289
1317,1287
1317,1284
1317,1282
1317,1280
1317,1277
1317,1275
1317,1272
1317,1270
1317,1268
1317,1266
1317,1263
1317,1261
1317,1259
1317,1257
1318,1255
1318,1253
1318,1251
1319,1249
1319,1248
1320,1246
1320,1245
1321,1243
1321,1242
1322,1241
1323,1240
1324,1239
1325,1238
1327,1237
1328,1236
1329,1235
1331,1235
1332,1234
1334,1234
1335,1233
1337,1233
1338,1232
1340,1232
1342,1231
1344,1231
1346,1230
1347,1230
1349,1229
1351,1229
1353,1228
1355,1228
1357,1227
1358,1226
1360,1225
1362,1224
1364,1223
1366,1222
1367,1221
1369,1219
1371,1218
1372,1216
1374,1215
1375,1213
1377,1211
1378,1209
1380,1207
1381,1205
1383,1202
1384,1200
1385,1197
1387,1195
1388,1192
1389,1190
1390,1187
1391,1184
1393,1181
1394,1179
1395,1176
1396,1173
1397,1170
1398,1167
1399,1163
1400,1160
1401,1157
1402,1154
1402,1151
1403,1148
1404,1144
1405,1141
1406,1138
1407,1135
1407,1131
1408,1128
1409,1125
1409,1121
1410,1118
1411,1115
1411,1112
1412,1109
1413,1106
1413,1102
1414,1099
1414,1096
1415,1093
1415,1090
1416,1087
1416,1084
1417,1082
1417,1079
1418,1076
1418,1073
1419,1071
1419,1068
1419,1065
1420,1063
1420,1060
1420,1058
1421,1055
1421,1053
1421,1050
1421,1048
1421,1046
1421,1043
1422,1041
1422,1039
1422,1036
1422,1034
1421,1032
1421,1030
1421,1028
1421,1025
1421,1023
1421,1021
1420,1019
1420,1017
1420,1015
1419,1013
1419,1011
1418,1009
1418,1007
1417,1005
1417,1004
1416,1002
1415,1000
1414,998
1414,996
1413,994
1412,993
1412,991
1411,989
1410,987
1410,986
1409,984
1409,982
1408,981
1408,979
1407,977
1407,976
1407,974
1407,973
1407,971
1407,970
1408,968
1408,967
1409,965
1410,964
1411,962
1412,961
1413,959
1415,958
1416,957
1418,955
1419,954
1421,953
1423,951
1425,950
1427,949
1429,948
1431,947
1433,945
1435,944
1437,943
1439,942
1441,941
1443,940
1445,939
1447,938
1448,937
1450,936
1451,935
1452,934
1453,934
1454,933
1455,932
1455,931
1455,931
1455,930
1455,929
1455,929
1454,928
1453,928
1453,927
1451,927
1450,926
1449,926
1447,925
1445,925
1443,925
1441,924
1439,924
