x,y
1788,2148
1704,2382
1614,2682
1590,2880
1506,3204
1548,3498
1584,3666
1770,3762
1914,3846
1734,3828
1524,3726
1248,3522
1080,3276
918,2928
816,2676
888,2568
954,2472
1074,2292
1332,2268
1560,2106
1776,2142
2568,1938
2958,1578
2490,1350
2796,1200
2544,1038
2430,1140
2178,930
1980,984
1788,990
1644,1038
1482,1122
1200,1530
1038,1626
894,1686
936,1530
1284,1068
1962,648
2586,540
3366,792
3810,1212
4098,1704
4098,1746
3870,1494
3510,1386
3300,1566
3228,1482
3138,1290
2958,1266
2874,1230
2700,1356
2682,1428
2988,1566
2976,1794
2886,1998
2802,2334
2646,2190
2526,2070
2556,1950
