x,y
690,2520
690,2519
690,2519
691,2519
691,2519
692,2519
692,2519
692,2518
693,2518
693,2518
694,2517
694,2517
695,2517
695,2516
696,2516
696,2515
697,2514
697,2514
698,2513
698,2513
699,2512
699,2511
700,2510
700,2510
701,2509
701,2508
702,2507
703,2506
703,2505
704,2504
705,2503
705,2502
706,2501
706,2500
707,2499
708,2498
708,2497
709,2495
710,2494
711,2493
711,2492
712,2490
713,2489
713,2488
714,2486
715,2485
716,2483
716,2482
717,2480
718,2479
719,2477
720,2476
720,2474
721,2473
722,2471
723,2469
724,2468
724,2466
725,2464
726,2462
727,2461
728,2459
729,2457
729,2455
730,2453
731,2451
732,2449
733,2447
734,2445
735,2443
736,2441
737,2439
738,2437
739,2435
739,2433
740,2431
741,2429
742,2427
743,2424
744,2422
745,2420
746,2418
747,2415
748,2413
749,2411
750,2409
751,2406
752,2404
753,2402
754,2399
755,2397
756,2394
757,2392
758,2389
759,2387
760,2384
761,2382
762,2379
763,2377
764,2374
766,2372
767,2369
768,2366
769,2364
770,2361
771,2358
772,2356
773,2353
774,2350
775,2348
776,2345
777,2342
779,2339
780,2337
781,2334
782,2331
783,2328
784,2325
785,2323
786,2320
787,2317
789,2314
790,2311
791,2308
792,2305
793,2302
794,2300
795,2297
797,2294
798,2291
799,2288
800,2285
801,2282
802,2279
803,2276
805,2273
806,2270
807,2267
808,2264
809,2261
810,2257
812,2254
813,2251
814,2248
815,2245
816,2242
818,2239
819,2236
820,2233
821,2230
822,2226
823,2223
825,2220
826,2217
827,2214
828,2211
829,2208
831,2204
832,2201
833,2198
834,2195
835,2192
836,2189
838,2185
839,2182
840,2179
841,2176
842,2173
844,2169
845,2166
846,2163
847,2160
848,2156
850,2153
851,2150
852,2147
853,2144
854,2140
855,2137
857,2134
858,2131
859,2127
860,2124
861,2121
863,2118
864,2115
865,2111
866,2108
867,2105
868,2102
870,2098
871,2095
872,2092
873,2089
874,2086
875,2082
877,2079
878,2076
879,2073
880,2070
881,2066
882,2063
883,2060
885,2057
886,2054
887,2050
888,2047
889,2044
890,2041
891,2038
893,2035
894,2031
895,2028
896,2025
897,2022
898,2019
899,2016
900,2013
901,2010
903,2007
904,2003
905,2000
906,1997
907,1994
908,1991
909,1988
910,1985
911,1982
912,1979
913,1976
914,1973
915,1970
916,1967
918,1964
919,1961
920,1958
921,1955
922,1952
923,1949
924,1947
925,1944
926,1941
927,1938
928,1935
929,1932
930,1929
931,1927
932,1924
933,1921
934,1918
935,1915
936,1913
936,1910
937,1907
938,1904
939,1902
940,1899
941,1896
942,1894
943,1891
944,1888
945,1886
946,1883
947,1881
947,1878
948,1876
949,1873
950,1870
951,1868
952,1865
953,1863
953,1861
954,1858
955,1856
956,1853
957,1851
958,1848
958,1846
959,1844
960,1841
961,1839
962,1837
962,1835
963,1832
964,1830
965,1828
965,1826
966,1823
967,1821
968,1819
968,1817
969,1815
970,1812
971,1810
971,1808
972,1806
973,1804
974,1802
974,1800
975,1798
976,1796
976,1794
977,1792
978,1790
978,1788
979,1786
980,1784
981,1782
981,1780
982,1778
983,1776
983,1774
984,1772
985,1770
985,1768
986,1766
987,1764
987,1763
988,1761
989,1759
989,1757
990,1755
991,1753
991,1752
992,1750
992,1748
993,1746
994,1745
994,1743
995,1741
996,1739
996,1738
997,1736
998,1734
998,1733
999,1731
1000,1729
1000,1728
1001,1726
1001,1724
1002,1723
1003,1721
1003,1719
1004,1718
1005,1716
1005,1715
1006,1713
1006,1711
1007,1710
1008,1708
1008,1707
1009,1705
1010,1704
1010,1702
1011,1701
1012,1699
1012,1698
1013,1696
1013,1695
1014,1693
1015,1692
1015,1690
1016,1689
1017,1687
1017,1686
1018,1684
1019,1683
1019,1681
1020,1680
1021,1678
1021,1677
1022,1675
1023,1674
1023,1673
1024,1671
1025,1670
1025,1668
1026,1667
1027,1666
1027,1664
1028,1663
1029,1661
1029,1660
1030,1659
1031,1657
1031,1656
1032,1655
1033,1653
1034,1652
1034,1650
1035,1649
1036,1648
1036,1646
1037,1645
1038,1644
1039,1642
1039,1641
1040,1640
1041,1638
1042,1637
1042,1636
1043,1634
1044,1633
1045,1632
1045,1630
1046,1629
1047,1628
1048,1626
1049,1625
1049,1624
1050,1622
1051,1621
1052,1620
1053,1618
1053,1617
1054,1616
1055,1614
1056,1613
1057,1612
1058,1611
1059,1609
1059,1608
1060,1607
1061,1605
1062,1604
1063,1603
1064,1601
1065,1600
1066,1599
1067,1597
1068,1596
1068,1595
1069,1593
1070,1592
1071,1591
1072,1589
1073,1588
1074,1587
1075,1585
1076,1584
1077,1583
1078,1581
1079,1580
1080,1579
1081,1577
1082,1576
1083,1575
1084,1573
1085,1572
1086,1570
1088,1569
1089,1568
1090,1566
1091,1565
1092,1564
1093,1562
1094,1561
1095,1559
1096,1558
1098,1557
1099,1555
1100,1554
1101,1552
1102,1551
1103,1550
1105,1548
1106,1547
1107,1545
1108,1544
1109,1543
1111,1541
1112,1540
1113,1538
1114,1537
1116,1535
1117,1534
1118,1533
1120,1531
1121,1530
1122,1528
1123,1527
1125,1525
1126,1524
1127,1522
1129,1521
1130,1519
1131,1518
1133,1517
1134,1515
1135,1514
1137,1512
1138,1511
1140,1509
1141,1508
1142,1506
1144,1505
1145,1503
1147,1502
1148,1500
1150,1499
1151,1497
1152,1496
1154,1495
1155,1493
1157,1492
1158,1490
1160,1489
1161,1487
1163,1486
1164,1484
1166,1483
1167,1481
1169,1480
1170,1478
1172,1477
1173,1475
1175,1474
1176,1472
1178,1471
1180,1469
1181,1468
1183,1466
1184,1465
1186,1463
1187,1462
1189,1460
1191,1459
1192,1457
1194,1456
1195,1454
1197,1453
1199,1452
1200,1450
1202,1449
1204,1447
1205,1446
1207,1444
1209,1443
1210,1441
1212,1440
1214,1438
1215,1437
1217,1435
1219,1434
1220,1432
1222,1431
1224,1429
1225,1428
1227,1426
1229,1425
1231,1423
1232,1422
1234,1421
1236,1419
1238,1418
1239,1416
1241,1415
1243,1413
1245,1412
1246,1410
1248,1409
1250,1407
1252,1406
1253,1405
1255,1403
1257,1402
1259,1400
1261,1399
1262,1397
1264,1396
1266,1394
1268,1393
1270,1392
1271,1390
1273,1389
1275,1387
1277,1386
1279,1384
1281,1383
1283,1382
1284,1380
1286,1379
1288,1377
1290,1376
1292,1375
1294,1373
1296,1372
1297,1370
1299,1369
1301,1368
1303,1366
1305,1365
1307,1364
1309,1362
1311,1361
1313,1359
1314,1358
1316,1357
1318,1355
1320,1354
1322,1353
1324,1351
1326,1350
1328,1349
1330,1347
1332,1346
1334,1345
1336,1343
1338,1342
1340,1341
1341,1339
1343,1338
1345,1337
1347,1335
1349,1334
1351,1333
1353,1332
1355,1330
1357,1329
1359,1328
1361,1326
1363,1325
1365,1324
1367,1323
1369,1321
1371,1320
1373,1319
1375,1318
1377,1316
1379,1315
1381,1314
1383,1313
1385,1312
1387,1310
1389,1309
1391,1308
1393,1307
1395,1306
1397,1304
1399,1303
1401,1302
1403,1301
1405,1300
1407,1298
1409,1297
1411,1296
1413,1295
1415,1294
1417,1293
1419,1292
1421,1291
1423,1289
1425,1288
1427,1287
1429,1286
1431,1285
1434,1284
1436,1283
1438,1282
1440,1281
1442,1280
1444,1279
1446,1278
1448,1276
1450,1275
1452,1274
1454,1273
1456,1272
1458,1271
1460,1270
1462,1269
1464,1268
1466,1267
1468,1266
1470,1265
1472,1264
1474,1263
1477,1263
1479,1262
1481,1261
1483,1260
1485,1259
1487,1258
1489,1257
1491,1256
1493,1255
1495,1254
1497,1253
1499,1252
1501,1252
1503,1251
1505,1250
1507,1249
1510,1248
1512,1247
1514,1246
1516,1246
1518,1245
1520,1244
1522,1243
1524,1242
1526,1241
1528,1241
1530,1240
1532,1239
1534,1238
1536,1237
1538,1237
1541,1236
1543,1235
1545,1234
1547,1234
1549,1233
1551,1232
1553,1231
1555,1231
1557,1230
1559,1229
1561,1229
1563,1228
1565,1227
1568,1226
1570,1226
1572,1225
1574,1224
1576,1224
1578,1223
1580,1222
1582,1222
1584,1221
1586,1220
1588,1220
1590,1219
1593,1218
1595,1218
1597,1217
1599,1216
1601,1216
1603,1215
1605,1215
1607,1214
1609,1213
1611,1213
1613,1212
1616,1212
1618,1211
1620,1210
1622,1210
1624,1209
1626,1209
1628,1208
1630,1208
1632,1207
1634,1207
1636,1206
1639,1205
1641,1205
1643,1204
1645,1204
1647,1203
1649,1203
1651,1202
1653,1202
1655,1201
1657,1201
1659,1200
1662,1200
1664,1199
1666,1199
1668,1198
1670,1198
1672,1197
1674,1197
1676,1196
1678,1196
1680,1196
1682,1195
1685,1195
1687,1194
1689,1194
1691,1193
1693,1193
1695,1192
1697,1192
1699,1192
1701,1191
1703,1191
1706,1190
1708,1190
1710,1190
1712,1189
1714,1189
1716,1188
1718,1188
1720,1188
1722,1187
1724,1187
1726,1186
1729,1186
1731,1186
1733,1185
1735,1185
1737,1185
1739,1184
1741,1184
1743,1184
1745,1183
1747,1183
1750,1183
1752,1182
1754,1182
1756,1181
1758,1181
1760,1181
1762,1181
1764,1180
1766,1180
1768,1180
1770,1179
1773,1179
1775,1179
1777,1178
1779,1178
1781,1178
1783,1177
1785,1177
1787,1177
1789,1177
1791,1176
1793,1176
1796,1176
1798,1175
1800,1175
1802,1175
1804,1175
1806,1174
1808,1174
1810,1174
1812,1174
1814,1173
1816,1173
1819,1173
1821,1172
1823,1172
1825,1172
1827,1172
1829,1171
1831,1171
1833,1171
1835,1171
1837,1171
1839,1170
1841,1170
1844,1170
1846,1170
1848,1169
1850,1169
1852,1169
1854,1169
1856,1168
1858,1168
1860,1168
1862,1168
1864,1168
1866,1167
1869,1167
1871,1167
1873,1167
1875,1167
1877,1166
1879,1166
1881,1166
1883,1166
1885,1166
1887,1165
1889,1165
1891,1165
1893,1165
1895,1165
1898,1164
1900,1164
1902,1164
1904,1164
1906,1164
1908,1164
1910,1163
1912,1163
1914,1163
1916,1163
1918,1163
1920,1162
1922,1162
1924,1162
1926,1162
1929,1162
1931,1162
1933,1161
1935,1161
1937,1161
1939,1161
1941,1161
1943,1161
1945,1160
1947,1160
1949,1160
1951,1160
1953,1160
1955,1160
1957,1159
1959,1159
1961,1159
1964,1159
1966,1159
1968,1159
1970,1159
1972,1158
1974,1158
1976,1158
1978,1158
1980,1158
1982,1158
1984,1158
1986,1157
1988,1157
1990,1157
1992,1157
1994,1157
1996,1157
1998,1157
2000,1156
2002,1156
2004,1156
2006,1156
2009,1156
2011,1156
2013,1156
2015,1155
2017,1155
2019,1155
2021,1155
2023,1155
2025,1155
2027,1155
2029,1155
2031,1154
2033,1154
2035,1154
2037,1154
2039,1154
2041,1154
2043,1154
2045,1154
2047,1153
2049,1153
2051,1153
2053,1153
2055,1153
2057,1153
2059,1153
2061,1153
2063,1152
2065,1152
2067,1152
2069,1152
2071,1152
2073,1152
2075,1152
2077,1152
2079,1152
2081,1151
2083,1151
2085,1151
2087,1151
2089,1151
2091,1151
2093,1151
2095,1151
2097,1151
2099,1150
2101,1150
2103,1150
2105,1150
2107,1150
2109,1150
2111,1150
2113,1150
2115,1150
2117,1149
2119,1149
2121,1149
2123,1149
2125,1149
2127,1149
2129,1149
2131,1149
2133,1149
2135,1149
2137,1148
2139,1148
2141,1148
2143,1148
2145,1148
2147,1148
2149,1148
2151,1148
2153,1148
2155,1148
2157,1147
2159,1147
2161,1147
2163,1147
2165,1147
2167,1147
2169,1147
2171,1147
2173,1147
2175,1147
2177,1146
2179,1146
2181,1146
2183,1146
2185,1146
2187,1146
2189,1146
2191,1146
2193,1146
2195,1146
2197,1145
2199,1145
2201,1145
2203,1145
2204,1145
