x,y
2466,1200
2520,1818
2538,2196
2514,2526
2526,2808
2454,2922
2364,2520
2394,1860
2388,1470
2376,1308
2328,1224
2136,1320
1980,1338
1776,1278
1656,1086
1524,978
1242,1254
1158,1254
1158,1422
1044,1488
942,1524
930,1692
822,1848
762,1986
840,2076
756,2256
816,2664
972,3114
1356,3558
1806,3822
2304,3930
2808,3912
2946,3822
3024,3654
3306,3666
3612,3300
3942,2718
3876,2220
3858,2004
3918,1830
3900,1656
3738,1368
3558,1164
3390,1062
3288,1098
3126,1134
3012,1110
2880,1050
2802,1098
2706,1158
2616,1254
2538,1314
2496,1224
