x,y
972,1608
888,1842
798,2142
774,2340
690,2664
732,2958
768,3126
954,3222
1098,3306
918,3288
708,3186
432,2982
264,2736
102,2388
0,2136
72,2028
138,1932
258,1752
516,1728
744,1566
960,1602
1752,1398
2142,1038
1674,810
1980,660
1728,498
1614,600
1362,390
1164,444
972,450
828,498
666,582
384,990
222,1086
78,1146
120,990
468,528
1146,108
1770,0
2550,252
2994,672
3282,1164
3282,1206
3054,954
2694,846
2484,1026
2412,942
2322,750
2142,726
2058,690
1884,816
1866,888
2172,1026
2160,1254
2070,1458
1986,1794
1830,1650
1710,1530
1740,1410
