x,y
113,703
114,705
116,706
117,708
118,710
120,712
121,713
122,715
124,717
125,718
127,720
128,722
130,723
131,725
132,726
134,728
135,729
137,730
138,732
140,733
141,734
142,735
144,736
145,737
146,738
148,739
149,739
150,740
152,740
153,741
154,741
155,741
156,741
157,741
159,741
160,740
161,740
162,739
163,739
164,738
165,737
165,736
166,735
167,734
168,733
169,732
170,731
171,729
171,728
172,727
173,725
174,724
175,723
175,721
176,720
177,718
178,717
179,715
179,714
180,712
181,711
182,710
183,708
184,707
184,706
185,704
186,703
187,702
188,701
189,700
190,698
191,697
192,696
193,695
194,694
195,693
196,692
197,691
198,691
199,690
201,689
202,688
203,688
204,687
205,687
207,686
208,686
209,685
211,685
212,685
214,685
215,684
216,684
218,684
220,684
221,684
223,684
224,683
226,683
227,683
229,683
231,683
233,683
234,683
236,683
238,683
240,683
241,683
243,682
245,682
247,682
249,682
251,681
253,681
254,681
256,680
258,680
260,679
262,679
264,678
266,677
268,677
270,676
271,675
273,675
275,674
276,673
278,672
279,672
280,671
282,670
283,669
284,668
285,667
285,666
286,665
286,665
287,664
287,663
287,662
287,661
287,660
286,659
285,658
285,657
284,656
283,655
282,655
281,654
280,653
279,652
278,651
277,650
276,650
275,649
275,648
274,647
273,647
273,646
273,645
273,645
273,644
273,643
274,643
275,642
276,642
277,641
278,641
279,640
280,639
282,639
283,638
285,638
286,637
288,637
290,636
292,635
293,635
295,634
297,633
299,633
300,632
302,631
304,630
305,629
307,628
308,627
310,626
311,625
312,624
313,623
314,622
315,621
315,620
316,618
317,617
317,616
317,615
318,613
318,612
318,611
318,610
318,609
317,608
317,606
317,605
316,604
315,604
315,603
314,602
313,601
312,600
311,600
309,599
308,599
307,598
306,598
304,597
303,597
301,596
300,596
298,595
297,595
295,594
294,594
292,594
291,593
289,593
288,592
286,592
285,591
284,591
283,590
281,589
280,589
279,588
278,587
277,586
276,585
276,584
275,583
274,582
273,581
273,580
272,579
272,578
271,576
271,575
270,574
270,573
269,571
269,570
268,569
267,567
267,566
266,565
266,563
265,562
265,560
264,559
263,558
263,556
262,555
261,554
260,552
259,551
259,549
258,548
257,547
256,545
255,544
254,543
253,542
252,540
251,539
250,538
249,537
248,536
247,534
246,533
245,532
244,531
243,530
242,529
240,528
239,527
238,526
237,526
236,525
235,524
234,523
233,523
232,522
231,521
230,520
229,520
228,519
227,518
226,517
225,517
224,516
224,515
223,514
222,513
222,512
222,511
221,510
221,509
221,508
220,506
220,505
220,504
221,502
221,501
221,500
221,498
222,497
222,496
222,494
223,493
223,492
224,490
225,489
225,488
226,487
227,486
228,485
229,484
230,484
230,483
231,483
232,482
233,482
234,482
235,482
237,482
238,482
239,483
240,483
241,483
242,484
243,484
245,485
246,485
247,486
248,487
250,488
251,488
252,489
254,490
255,491
257,492
258,492
259,493
261,494
262,495
264,496
265,496
267,497
268,498
270,499
271,499
273,500
275,501
276,502
278,502
279,503
281,504
282,505
284,505
285,506
286,507
288,508
289,509
291,509
292,510
293,511
295,512
296,513
297,514
298,515
300,516
301,517
302,518
303,519
304,520
305,521
306,522
307,523
308,524
308,525
309,526
310,527
311,528
312,529
313,530
314,531
315,532
316,532
317,533
318,534
319,534
320,534
322,535
323,535
324,535
326,535
327,535
329,534
330,534
332,534
333,533
335,532
337,532
339,531
341,530
342,529
344,528
346,528
348,527
350,526
351,525
353,524
355,523
357,522
358,522
360,521
362,520
363,520
365,519
366,519
367,519
369,518
370,518
371,518
372,519
373,519
374,520
375,520
375,521
376,522
376,523
377,524
377,525
378,526
378,528
378,529
379,531
379,532
379,534
379,535
380,537
380,538
380,540
381,542
381,543
382,545
382,546
383,548
384,549
384,550
385,551
386,552
387,554
388,554
390,555
391,556
392,557
394,557
395,558
397,558
399,559
400,559
402,559
404,560
406,560
407,560
409,560
411,560
413,559
415,559
417,559
419,559
421,558
423,558
425,557
427,557
429,556
431,555
433,555
434,554
436,553
438,552
440,551
442,551
443,550
445,549
446,548
448,546
449,545
451,544
452,543
454,542
455,541
456,539
458,538
459,537
460,535
461,534
462,533
464,531
465,530
466,529
467,527
468,526
469,524
470,523
470,521
471,520
472,519
473,517
474,516
474,514
475,513
476,511
476,510
477,509
477,507
478,506
478,504
479,503
479,501
480,500
480,499
480,497
481,496
481,494
481,493
482,492
482,490
482,489
482,487
482,486
482,484
483,483
483,482
483,480
483,479
483,477
483,476
483,474
483,473
483,471
483,470
483,468
482,466
482,465
482,463
482,462
482,461
481,459
481,458
481,456
480,455
480,454
479,452
479,451
478,450
478,449
477,448
476,447
476,446
475,445
474,444
473,443
472,442
471,442
470,441
469,441
467,440
466,440
465,439
463,439
462,439
461,439
459,439
458,439
456,439
454,439
453,439
451,439
449,440
447,440
446,440
444,441
442,441
440,442
438,442
436,443
434,443
432,444
430,445
428,446
426,446
424,447
422,448
420,449
418,450
416,451
414,452
411,453
409,454
407,455
405,456
403,457
401,458
399,459
397,460
395,461
393,462
391,463
389,464
387,465
385,465
383,466
381,467
379,468
378,468
376,469
374,469
373,470
371,470
370,471
368,471
367,471
365,471
364,471
363,471
362,471
361,471
360,471
359,470
358,470
357,469
356,468
355,468
355,467
354,466
353,465
352,465
352,464
351,463
350,462
349,462
349,461
348,460
347,460
346,459
345,459
343,459
342,458
341,458
340,458
338,458
337,458
335,458
334,458
332,458
330,458
329,458
327,459
325,459
323,459
321,459
319,459
318,460
316,460
314,460
312,460
310,460
308,460
306,461
304,461
303,460
301,460
299,460
297,460
295,460
294,459
292,459
290,458
289,457
287,457
286,456
284,455
283,454
281,453
280,452
279,451
277,450
276,449
275,448
273,446
272,445
271,444
270,443
269,442
267,441
266,439
265,438
264,437
263,436
262,435
261,434
260,433
259,433
258,432
257,431
256,430
255,430
254,430
253,429
252,429
251,429
250,428
249,428
248,428
247,428
246,428
245,428
244,429
243,429
241,429
240,429
239,430
237,430
236,430
235,431
233,431
231,431
230,432
228,432
226,432
224,433
222,433
220,434
218,434
216,435
214,435
212,435
210,436
208,436
206,436
204,437
202,437
200,437
198,437
196,437
194,437
193,438
191,438
189,438
187,437
186,437
184,437
183,437
181,437
180,436
179,436
178,435
177,435
176,434
175,434
175,433
174,432
174,431
173,430
173,429
173,428
173,427
173,426
173,425
174,424
174,423
175,422
175,421
176,420
177,419
178,418
179,417
180,416
181,415
183,414
184,413
186,412
187,411
189,410
191,409
192,408
194,407
196,407
198,406
200,405
202,404
204,403
205,402
207,401
209,400
211,399
213,398
215,397
217,396
218,395
220,394
222,393
224,391
225,390
227,389
228,388
230,387
231,385
232,384
233,383
234,381
235,380
236,378
237,377
237,375
238,374
238,372
239,370
239,369
239,367
239,366
239,364
239,362
239,361
239,359
238,358
238,356
237,355
237,353
236,352
235,350
234,349
233,347
232,346
231,345
230,344
228,343
227,341
226,340
224,339
222,339
221,338
219,337
217,336
216,336
214,335
212,334
210,334
208,333
206,333
204,333
203,332
201,332
199,332
197,332
195,332
193,332
191,332
190,332
188,332
186,332
185,333
183,333
182,333
180,334
179,334
177,335
176,335
175,336
174,337
173,337
172,338
172,339
171,340
170,341
169,342
169,343
168,344
167,345
167,346
166,347
166,348
165,349
164,350
164,352
163,353
162,354
161,355
161,357
160,358
159,359
158,360
157,362
155,363
154,365
153,366
152,367
150,369
149,370
148,371
146,373
145,374
143,376
142,377
140,378
139,380
138,381
136,383
135,384
134,386
132,387
131,389
130,390
129,392
127,393
126,395
125,396
125,398
124,399
123,401
122,402
122,404
121,405
121,407
121,408
121,410
120,411
121,413
121,414
121,416
121,417
122,419
122,421
122,422
123,424
124,425
124,427
125,428
125,430
126,431
127,432
127,434
128,435
129,437
129,438
130,440
131,441
131,442
132,444
132,445
133,446
133,447
133,449
133,450
134,451
134,452
134,453
134,455
134,456
134,457
133,458
133,459
133,460
133,461
132,463
132,464
132,465
131,466
131,467
130,468
130,469
129,470
129,471
128,473
127,474
127,475
126,476
126,477
125,478
124,479
124,480
123,481
122,482
122,483
121,484
120,484
120,485
119,486
118,486
118,486
117,487
117,487
116,487
115,487
115,487
114,487
114,486
113,486
113,486
112,485
111,484
111,484
110,483
110,482
109,481
108,480
107,479
107,478
106,477
105,475
104,474
103,473
102,472
101,471
101,469
100,468
99,467
98,466
96,465
95,464
94,463
93,462
92,461
91,461
90,460
89,460
88,459
86,459
85,459
84,459
83,459
82,460
81,460
79,461
78,462
77,462
76,463
75,465
73,466
72,467
71,468
70,470
69,471
68,473
67,474
66,476
65,478
64,479
63,481
62,483
61,484
60,486
59,488
58,489
57,491
57,492
56,494
55,496
55,497
54,498
54,500
53,501
53,502
53,503
52,504
52,505
51,506
51,507
51,508
50,509
50,510
49,510
49,511
49,512
48,512
47,513
47,513
46,513
45,514
45,514
44,514
43,514
42,515
41,515
40,515
39,515
38,515
37,515
35,515
34,515
33,514
32,514
31,514
29,514
28,513
27,513
26,513
24,512
23,512
22,511
20,511
19,510
18,509
17,509
16,508
14,507
13,506
12,505
11,504
10,503
9,502
8,501
7,500
6,499
5,497
4,496
4,494
3,493
2,491
2,489
1,487
1,486
1,484
0,481
0,479
0,477
0,475
0,472
0,470
0,468
1,465
1,462
1,460
2,457
2,454
3,452
3,449
4,446
5,443
5,440
6,437
7,434
8,431
9,428
10,425
11,422
13,419
14,416
15,413
16,411
18,408
19,405
21,402
22,399
24,396
25,393
27,390
29,388
30,385
32,382
34,380
36,377
38,375
39,372
41,370
43,368
45,365
47,363
49,361
52,359
54,357
56,355
58,354
60,352
62,350
65,349
67,348
69,346
71,345
74,344
76,343
78,342
81,341
83,340
85,339
87,338
89,337
91,337
94,336
96,335
98,334
100,333
101,333
103,332
105,331
107,330
108,330
110,329
111,328
113,327
114,326
115,325
116,324
117,323
118,322
119,320
120,319
120,318
121,316
121,314
121,313
121,311
121,309
121,307
121,305
120,303
120,301
119,299
119,297
118,295
117,292
116,290
116,288
115,286
114,284
113,281
112,279
112,277
111,275
110,273
109,271
108,269
108,267
107,266
106,264
106,262
105,261
105,260
105,259
105,257
105,256
105,256
105,255
105,255
106,254
106,254
107,254
108,254
108,254
109,255
110,255
112,255
113,256
114,257
116,257
117,258
118,259
120,260
122,261
123,262
125,262
127,263
128,264
130,265
132,266
134,267
135,268
137,268
139,269
141,270
142,270
144,271
146,271
147,271
149,272
150,272
152,272
153,272
155,272
156,272
158,272
159,272
161,272
162,271
163,271
165,271
166,270
167,270
168,270
169,269
170,269
171,268
172,267
173,267
174,266
175,265
175,265
176,264
177,263
177,262
178,261
179,261
179,260
180,259
180,258
181,257
